Destination Name,Category,Region,Price,Rating,Reviews,Latitude,Longitude,Description,Tags,Location,Best Time to Visit,Image URL
Ekb eco park,Parks,CAR - Cordillera Administrative Region,10000,4.5,6,17.1289984,120.2996886,Ekb eco park offers green spaces and recreational facilities for visitors.,"eco-park, nature, trails, family-friendly, conservation","Ekb, Bontoc, Mountain Province",Early February,
Ganga Burial Caves,Caves,CAR - Cordillera Administrative Region,10000,4.4,"5,050",16.7260663,120.5768947,"These caves are an archaeological site, preserving ancient burial traditions.","burial-cave, archaeological, cultural, heritage, cave","Ganga, Sagada, Mountain Province",Late June,
Gidday Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.1,69,16.6282668,119.0970405,Gidday Beach is a peaceful spot for swimming and beachcombing.,"beach, sand, swimming, local, scenic","Gidday, Bontoc, Mountain Province (likely riverbank or spring area)",Mid-September,
Hanging Coffins of Sagada,Tourist,CAR - Cordillera Administrative Region,10000,4.5,383,17.1104981,120.2477327,"The Hanging Coffins of Sagada are an ancient burial tradition, suspended on limestone cliffs and shrouded in mystery.","cultural, burial-site, heritage, unique, viewpoint","Sagada, Mountain Province",Late March,
Highest Point: Philippine Highway System,Mountains,CAR - Cordillera Administrative Region,10000,4.8,330,16.9317789,120.4710706,"This spot marks the highest elevation on the Philippine highway, with panoramic vistas.","landmark, highest-point, viewpoint, road-scenery, photo-spot","Mount Pulag, Kabayan, Benguet (Kilometer Zero marker at summit)",Mid-May,
Historical Core,Historical,CAR - Cordillera Administrative Region,10000,4.5,8,16.7186343,120.5719542,The Historical Core preserves Baguio's colonial-era buildings and cultural landmarks.,"heritage-area, historic-core, town-center, culture, landmark","Baguio City, Benguet (refers to downtown historic district)",Mid-November,
Ifugao Rice Terraces Monument,Landmarks,CAR - Cordillera Administrative Region,10000,4.7,938,16.6534617,120.4554142,This monument honors the engineering marvel of the Ifugao rice terraces.,"monument, rice-terraces, heritage, viewpoint, cultural","Banaue, Ifugao",Mid-May,
Igorot Stone Kingdom Inc.,Historical,CAR - Cordillera Administrative Region,10000,4.4,12,16.7186343,120.5719542,"Igorot Stone Kingdom is a cultural attraction, highlighting traditional stonework and local legends.","cultural-park, exhibits, indigenous, heritage, sculptures","Bontoc, Mountain Province (cultural park near town center)",Early December,
Immuki Island,Islands,CAR - Cordillera Administrative Region,10000,4.8,114,16.7260663,120.5768947,Immuki Island features tidal pools and vibrant marine life.,"island, beach, scenic, snorkeling, nature","Immuki, Bontoc, Mountain Province (local island/spring area)",Late August,
Lake Latep-ngapos,Lakes,CAR - Cordillera Administrative Region,10000,4.7,794,17.2780689,120.2445704,"Lake Latep-ngapos is a tranquil mountain lake, surrounded by lush forests.","mountain-lake, scenic, reflection, nature, cool-climate","Lake Latep-ngapos, Bontoc, Mountain Province",Mid-October,
Lion's Head,Tourist,CAR - Cordillera Administrative Region,10000,4.4,"5,050",17.1104981,120.2477327,"Head is a massive roadside sculpture in Baguio, serving as a popular photo spot for travelers along Kennon Road.","viewpoint, landmark, photo-spot, hiking, panorama","Baguio City, Benguet (famous roadside sculpture)",Late January,
Little Island,Islands,CAR - Cordillera Administrative Region,10000,4.5,"3,477",16.4107369,120.2455423,"Little Island is a peaceful retreat, perfect for solitude and relaxation.","small-island, secluded, beach, relaxation, nature","Little Island, La Trinidad, Benguet (artificial island near Strawberry Farm)",Mid-September,
Lumiang Cave,Caves,CAR - Cordillera Administrative Region,10000,4.3,"13,585",16.6534617,120.4554142,Lumiang Cave is famous for its ancient burial coffins and mysterious chambers.,"cave, burial-site, spelunking, cultural, guided","Lumiang, Sagada, Mountain Province",Early June,
Lussok Crystal Cave,Caves,CAR - Cordillera Administrative Region,10000,4.5,"31,432",16.6534617,120.4554142,Lussok Crystal Cave dazzles with sparkling mineral formations and underground rivers.,"crystal-cave, spelunking, geology, unique, exploration","Barangay Lussok, Bontoc, Mountain Province",Mid-June,
Mines View Observation Deck,Tourist,CAR - Cordillera Administrative Region,10000,4.3,"13,585",17.1104981,120.2477327,Mines View Observation Deck offers sweeping views of Baguio's old mining town and the Cordillera mountains.,"viewpoint, observation-deck, panorama, photo-spot, gardens","Mines View Park, Baguio City, Benguet",Early February,
Mount Costa,Natural,CAR - Cordillera Administrative Region,10000,4.8,29,16.0976653,119.4146615,"Mount Costa is a vast garden park, featuring themed landscapes and floral displays.","garden, themed-garden, floral, attraction, photography","Mount Costa, Bontoc, Mountain Province",First week of April,
Mount Pulag,Mountains,CAR - Cordillera Administrative Region,10000,4.7,582,16.9317789,120.4710706,"Mount Pulag is the third highest mountain in the Philippines, known for its sea of clouds and mossy forests.","peak, sunrise, hiking, grassland, viewpoint","Kabayan, Benguet (highest peak in Luzon)",Late April,
Mount Tabeyo,Mountains,CAR - Cordillera Administrative Region,10000,4.8,9,16.9317789,120.4710706,"Mount Tabeyo is a high-altitude peak, popular for trekking and breathtaking sunrise views.","peak, hiking, viewpoint, summit, nature","Mount Tabeyo, Bontoc, Mountain Province",Mid-April,
Mountain Fato,Mountains,CAR - Cordillera Administrative Region,10000,4.8,27,16.9317789,120.4710706,"Mountain Fato is a scenic peak, ideal for hiking and nature photography.","peak, hiking, viewpoint, scenic, nature","Barangay Fato, Bontoc, Mountain Province",Late May,
Mountain Lake,Lakes,CAR - Cordillera Administrative Region,10000,4.6,113,17.2780689,120.2445704,Mountain Lake offers calm waters and picturesque scenery.,"mountain-lake, remote, scenic, nature, hiking","Mountain Lake, Bontoc, Mountain Province",Mid-November,
Mt. Kalugong Cultural Village,Tourist,CAR - Cordillera Administrative Region,10000,4.5,625,17.1104981,120.2477327,Mt. Kalugong Cultural Village blends local culture with panoramic mountain views and eco-friendly attractions.,"cultural-village, indigenous, crafts, living-museum, viewpoint","Mt. Kalugong, Bontoc, Mountain Province",Mid-March,
Mt. Nagchajan View Deck and Shrine,Historical,CAR - Cordillera Administrative Region,10000,4.9,13,16.7186343,120.5719542,This view deck and shrine provide panoramic vistas and a place for reflection.,"viewpoint, shrine, religious, pilgrimage, photo-spot","Mt. Nagchajan, Bontoc, Mountain Province",Mid-October,
Museo Kordilyera,Tourist,CAR - Cordillera Administrative Region,10000,4.6,165,17.1104981,120.2477327,Museo Kordilyera showcases the rich heritage and traditions of the Cordillera peoples through interactive exhibits.,"museum, culture, indigenous, exhibits, history","Baguio City, Benguet",Mid-February,
National Museum of the Philippines - Cordillera,Museums,CAR - Cordillera Administrative Region,10000,4.6,165,16.0976653,119.4146615,"The museum showcases Cordillera's art, history, and indigenous cultures.","national-museum, culture, archaeology, exhibits, heritage","Baguio City, Benguet (located at Museo Kordilyera or adjacent)",Early March,
Pagdaraoan Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.2,9,16.6282668,119.0970405,"Pagdaraoan Beach offers soft sands and gentle waves, perfect for family outings.","beach, sand, swimming, local, scenic","Pagdaraoan, Bontoc, Mountain Province (riverbank/ecopark)",Early August,
Pongas Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,4.6,54,17.0200004,120.2165367,"Pongas Falls is a multi-tiered cascade, perfect for swimming and picnics.","waterfall, nature, plunge, scenic, hiking","Barangay Pongas, Bontoc, Mountain Province",Late June,
Poro Island,Islands,CAR - Cordillera Administrative Region,10000,4.6,165,16.4107369,120.2455423,Poro Island offers pristine beaches and scenic coastal views.,"island, beaches, snorkeling, scenic, nature","Poro Island, Bontoc, Mountain Province (local island/spring area)",Late September,
Rice Terrace Clusters of Kiangan: Nagacadan UNESCO world Heritage site,Historical,CAR - Cordillera Administrative Region,10000,4.4,"5,050",16.7186343,120.5719542,"This UNESCO site features ancient rice terraces, a testament to Ifugao ingenuity.","rice-terraces, UNESCO, heritage, agriculture, viewpoint","Kiangan, Ifugao",Late November,
Rice Terraces of the Philippine Cordilleras,Heritage,CAR - Cordillera Administrative Region,10000,4.5,16,17.2780689,120.2445704,These heritage terraces showcase centuries-old farming traditions and stunning landscapes.,"UNESCO, rice-terraces, cultural-landscape, heritage, trekking","Ifugao Province (UNESCO WHS — includes Banaue, Batad, Mayoyao, Hungduan)",Mid-December,
Riverview Water Park,Parks,CAR - Cordillera Administrative Region,10000,4.1,84,17.1289984,120.2996886,Riverview Water Park is a family-friendly destination with pools and picnic areas.,"water-park, family-friendly, slides, recreation, pools","Baguio City, Benguet (formerly Riverview Hotel area)",First week of January,
Rock Island,Islands,CAR - Cordillera Administrative Region,10000,4.3,"13,585",16.7260663,120.5768947,"Rock Island is a scenic islet, popular for its rugged beauty and clear waters.","rock-formation, island, scenic, photo-spot, nature","Rock Island, La Trinidad, Benguet (artificial rock formation near Strawberry Farm)",Early August,
Sabangan Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.4,69,16.6282668,119.0970405,Sabangan Beach features scenic views and a laid-back atmosphere.,"beach, sand, calm, local, swimming","Sabangan, Bontoc, Mountain Province (riverbank/ecopark)",Late August,
SLU Museum of Igorot Cultures & Arts,Museums,CAR - Cordillera Administrative Region,10000,4.3,523,16.0976653,119.4146615,This museum displays artifacts and artworks from the Igorot communities.,"indigenous-museum, igorot, culture, artifacts, exhibits","Saint Louis University, Baguio City, Benguet",Mid-March,
Sulvec Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.4,38,17.8761643,119.2296775,Sulvec Beach offers rocky shores and dramatic sunsets.,"beach, sand, swimming, quiet, scenic","Sulvec, Bontoc, Mountain Province (local spring/riverbank area)",Early October,
Sumaguing Cave,Caves,CAR - Cordillera Administrative Region,10000,4.1,"2,081",16.6534617,120.4554142,"Sumaguing Cave is a popular spelunking site, known for its impressive rock formations.","cave, spelunking, limestone, chamber, guided-tours","Sumaguing, Sagada, Mountain Province",Late May,
Tangadan Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,4.6,951,17.0200004,120.2165367,Tangadan Falls is a popular destination for swimming and cliff jumping.,"waterfall, scenic, adventure, swimming, hike","Tangadan, Bontoc, Mountain Province",Late July,
Tappiyah Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,4.7,289,17.0200004,120.2165367,"Tappiyah Falls is a powerful waterfall in Batad, surrounded by rice terraces and lush greenery.","waterfall, nature, swimming, scenic, hiking","Tappiyah, Sagada, Mountain Province",Early June,
Teachers' Camp Museum,Museums,CAR - Cordillera Administrative Region,10000,4.5,"3,477",16.0976653,119.4146615,This museum highlights the legacy of Baguio's Teachers' Camp and its role in education.,"museum, education, history, camp, exhibits","Teachers’ Camp, Baguio City, Benguet",Late February,
Tenogtog Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,4.8,36,17.0200004,120.2165367,"Tenogtog Falls is a hidden gem, featuring clear pools and tranquil surroundings.","waterfall, nature, swimming, scenic, hiking","Barangay Tenogtog, Bontoc, Mountain Province",Mid-June,
Urbiztondo Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.4,363,16.6282668,119.0970405,Urbiztondo Beach is a favorite among surfers for its consistent waves.,"surfing, beach, waves, surf-spot, scenic","Urbiztondo, Bontoc, Mountain Province (riverbank/ecopark)",Early September,
Valley of Colors,Natural,CAR - Cordillera Administrative Region,10000,4.2,15,16.0976653,119.4146615,"Valley of Colors is a vibrant hillside community, famous for its colorful houses.","valley, colorful-fields, photography, scenic, nature","Valley of Colors, Bontoc, Mountain Province (natural rock formations)",Mid-April,
Wright Park,Tourist,CAR - Cordillera Administrative Region,10000,4.3,"7,593",17.1104981,120.2477327,Wright Park is famous for its pine tree-lined walkways and horseback riding activities.,"pine-grove, park, horseback-riding, promenade, gardens","Baguio City, Benguet",Early March,
Arca South Main Entrance,Tourist,NCR - National Capital Region,10000,4.3,6,14.5942337,120.8179767,Arca South Main Entrance welcomes visitors to a modern urban development with shops and open spaces.,"urban, development, gateway, modern, landmark","Arca South, Taguig City, Metro Manila",Late March,
Arroceros Forest Park,Parks,NCR - National Capital Region,5500,4.5,"1,090",14.5942352,120.9436104,"Arroceros Forest Park is a green oasis in Manila, home to hundreds of tree species.","urban-forest, park, greenery, nature, trails","Arroceros Street, Ermita, Manila",Late December,
"Bahay Tsinoy, Museum of Chinese in Philippine Life",Museums,NCR - National Capital Region,6600,4.4,157,14.5869356,120.9431403,This museum explores the history and contributions of Chinese Filipinos.,"museum, chinese-heritage, culture, exhibits, history","Intramuros, Manila",Early April,
Baluarte de San Diego,Landmarks,NCR - National Capital Region,6600,4.3,"2,409",14.6520871,121.0071644,Baluarte de San Diego is a restored Spanish-era bastion in Intramuros.,"fort, historical, colonial, landmark, park","Intramuros, Manila",Mid-May,
Baseco Beach,Beaches,NCR - National Capital Region,5500,4.1,183,14.5889684,120.8019445,Baseco Beach is a local beach with city views and a lively atmosphere.,"urban-beach, community, fishing, local, sunset","Baseco Compound, Port Area, Manila",Late August,
Bonifacio and the Katipunan Revolution Monument,Landmarks,NCR - National Capital Region,6600,4.5,"2,732",14.63314,121.0549882,This monument commemorates the Philippine revolutionaries and their struggle for independence.,"monument, history, revolution, landmark, memorial","Bonifacio Global City (BGC), Taguig City",Early May,
Casa Manila,Cultural,NCR - National Capital Region,6600,4.8,9,14.7129732,121.0351414,"Casa Manila is a reconstructed colonial house, offering a glimpse into Spanish-era life.","museum, colonial, ancestral-house, heritage, architecture","Intramuros, Manila",First week of June,
